op,size,threads,trial,time
sm,256,5,19,0.001
sm,256,6,0,0.001
sm,256,6,1,0.001
sm,256,6,2,0.002
sm,256,6,3,0.001
sm,256,6,4,0.001
sm,256,6,5,0.001
sm,256,6,6,0.001
sm,256,6,7,0.001
sm,256,6,8,0.001
sm,256,6,9,0.001
sm,256,6,10,0.002
sm,256,6,11,0.002
sm,256,6,12,0.002
sm,256,6,13,0.001
sm,256,6,14,0.002
sm,256,6,15,0.002
sm,256,6,16,0.001
sm,256,6,17,0.002
sm,256,6,18,0.001
sm,256,6,19,0.001
sm,256,7,0,0.001
sm,256,7,1,0.001
sm,256,7,2,0.002
sm,256,7,3,0.002
sm,256,7,4,0.002
sm,256,7,5,0.002
sm,256,7,6,0.001
sm,256,7,7,0.002
sm,256,7,8,0.002
sm,256,7,9,0.002
sm,256,7,10,0.001
sm,256,7,11,0.001
sm,256,7,12,0.002
sm,256,7,13,0.002
sm,256,7,14,0.002
sm,256,7,15,0.002
sm,256,7,16,0.002
sm,256,7,17,0.001
sm,256,7,18,0.001
sm,256,7,19,0.001
sm,256,8,0,0.002
sm,256,8,1,0.001
sm,256,8,2,0.002
sm,256,8,3,0.001
sm,256,8,4,0.002
sm,256,8,5,0.002
sm,256,8,6,0.002
sm,256,8,7,0.001
sm,256,8,8,0.002
sm,256,8,9,0.002
sm,256,8,10,0.002
sm,256,8,11,0.002
sm,256,8,12,0.002
sm,256,8,13,0.002
sm,256,8,14,0.002
sm,256,8,15,0.002
sm,256,8,16,0.002
sm,256,8,17,0.002
sm,256,8,18,0.002
sm,256,8,19,0.001
sm,1024,1,0,0.018
sm,1024,1,1,0.018
sm,1024,1,2,0.018
sm,1024,1,3,0.017
sm,1024,1,4,0.019
sm,1024,1,5,0.019
sm,1024,1,6,0.019
sm,1024,1,7,0.018
sm,1024,1,8,0.019
sm,1024,1,9,0.018
sm,1024,1,10,0.017
sm,1024,1,11,0.018
sm,1024,1,12,0.017
sm,1024,1,13,0.018
sm,1024,1,14,0.018
sm,1024,1,15,0.018
sm,1024,1,16,0.018
sm,1024,1,17,0.018
sm,1024,1,18,0.018
sm,1024,1,19,0.018
sm,1024,2,0,0.014
sm,1024,2,1,0.013
sm,1024,2,2,0.013
sm,1024,2,3,0.013
sm,1024,2,4,0.013
sm,1024,2,5,0.013
sm,1024,2,6,0.013
sm,1024,2,7,0.013
sm,1024,2,8,0.013
sm,1024,2,9,0.013
sm,1024,2,10,0.012
sm,1024,2,11,0.013
sm,1024,2,12,0.013
sm,1024,2,13,0.013
sm,1024,2,14,0.013
sm,1024,2,15,0.013
sm,1024,2,16,0.013
sm,1024,2,17,0.013
sm,1024,2,18,0.012
sm,1024,2,19,0.012
sm,1024,3,0,0.012
sm,1024,3,1,0.011
sm,1024,3,2,0.011
sm,1024,3,3,0.011
sm,1024,3,4,0.011
sm,1024,3,5,0.011
sm,1024,3,6,0.014
sm,1024,3,7,0.011
sm,1024,3,8,0.011
sm,1024,3,9,0.011
sm,1024,3,10,0.011
sm,1024,3,11,0.011
sm,1024,3,12,0.014
sm,1024,3,13,0.011
sm,1024,3,14,0.01
sm,1024,3,15,0.015
sm,1024,3,16,0.011
sm,1024,3,17,0.011
sm,1024,3,18,0.011
sm,1024,3,19,0.01
sm,1024,4,0,0.01
sm,1024,4,1,0.01
sm,1024,4,2,0.01
sm,1024,4,3,0.01
sm,1024,4,4,0.01
sm,1024,4,5,0.01
sm,1024,4,6,0.01
sm,1024,4,7,0.01
sm,1024,4,8,0.011
sm,1024,4,9,0.01
sm,1024,4,10,0.01
sm,1024,4,11,0.011
sm,1024,4,12,0.012
sm,1024,4,13,0.011
sm,1024,4,14,0.01
sm,1024,4,15,0.012
sm,1024,4,16,0.01
sm,1024,4,17,0.012
sm,1024,4,18,0.01
sm,1024,4,19,0.011
sm,1024,5,0,0.01
sm,1024,5,1,0.012
sm,1024,5,2,0.01
sm,1024,5,3,0.01
sm,1024,5,4,0.013
sm,1024,5,5,0.01
sm,1024,5,6,0.01
sm,1024,5,7,0.011
sm,1024,5,8,0.011
sm,1024,5,9,0.01
sm,1024,5,10,0.01
sm,1024,5,11,0.01
sm,1024,5,12,0.009
sm,1024,5,13,0.01
sm,1024,5,14,0.01
sm,1024,5,15,0.011
sm,1024,5,16,0.01
sm,1024,5,17,0.01
sm,1024,5,18,0.01
sm,1024,5,19,0.01
sm,1024,6,0,0.01
sm,1024,6,1,0.01
sm,1024,6,2,0.01
sm,1024,6,3,0.01
sm,1024,6,4,0.011
sm,1024,6,5,0.01
sm,1024,6,6,0.01
sm,1024,6,7,0.012
sm,1024,6,8,0.01
sm,1024,6,9,0.01
sm,1024,6,10,0.01
sm,1024,6,11,0.01
sm,1024,6,12,0.01
sm,1024,6,13,0.01
sm,1024,6,14,0.011
sm,1024,6,15,0.011
sm,1024,6,16,0.01
sm,1024,6,17,0.01
sm,1024,6,18,0.009
sm,1024,6,19,0.011
sm,1024,7,0,0.009
sm,1024,7,1,0.01
sm,1024,7,2,0.01
sm,1024,7,3,0.01
sm,1024,7,4,0.012
sm,1024,7,5,0.01
sm,1024,7,6,0.01
sm,1024,7,7,0.01
sm,1024,7,8,0.01
sm,1024,7,9,0.01
sm,1024,7,10,0.01
sm,1024,7,11,0.014
sm,1024,7,12,0.012
sm,1024,7,13,0.009
sm,1024,7,14,0.01
sm,1024,7,15,0.012
sm,1024,7,16,0.01
sm,1024,7,17,0.01
sm,1024,7,18,0.01
sm,1024,7,19,0.01
sm,1024,8,0,0.01
sm,1024,8,1,0.011
sm,1024,8,2,0.01
sm,1024,8,3,0.01
sm,1024,8,4,0.01
sm,1024,8,5,0.01
sm,1024,8,6,0.01
sm,1024,8,7,0.01
sm,1024,8,8,0.011
sm,1024,8,9,0.01
sm,1024,8,10,0.011
sm,1024,8,11,0.01
sm,1024,8,12,0.012
sm,1024,8,13,0.011
sm,1024,8,14,0.01
sm,1024,8,15,0.015
sm,1024,8,16,0.009
sm,1024,8,17,0.017
sm,1024,8,18,0.017
sm,1024,8,19,0.016
ts,64,1,0,0.0
ts,64,1,1,0.0
ts,64,1,2,0.0
ts,64,1,3,0.0
ts,64,1,4,0.0
ts,64,1,5,0.0
ts,64,1,6,0.0
ts,64,1,7,0.0
ts,64,1,8,0.0
ts,64,1,9,0.0
ts,64,1,10,0.0
ts,64,1,11,0.0
ts,64,1,12,0.0
ts,64,1,13,0.0
ts,64,1,14,0.0
ts,64,1,15,0.0
ts,64,1,16,0.0
ts,64,1,17,0.0
ts,64,1,18,0.0
ts,64,1,19,0.0
ts,64,2,0,0.001
ts,64,2,1,0.001
ts,64,2,2,0.001
ts,64,2,3,0.001
ts,64,2,4,0.001
ts,64,2,5,0.001
ts,64,2,6,0.001
ts,64,2,7,0.001
ts,64,2,8,0.0
ts,64,2,9,0.001
ts,64,2,10,0.0
ts,64,2,11,0.001
ts,64,2,12,0.0
ts,64,2,13,0.0
ts,64,2,14,0.0
ts,64,2,15,0.001
ts,64,2,16,0.001
ts,64,2,17,0.001
ts,64,2,18,0.001
ts,64,2,19,0.001
ts,64,3,0,0.001
ts,64,3,1,0.001
ts,64,3,2,0.001
ts,64,3,3,0.001
ts,64,3,4,0.001
ts,64,3,5,0.001
ts,64,3,6,0.001
ts,64,3,7,0.001
ts,64,3,8,0.001
ts,64,3,9,0.001
ts,64,3,10,0.001
ts,64,3,11,0.001
ts,64,3,12,0.001
ts,64,3,13,0.001
ts,64,3,14,0.001
ts,64,3,15,0.001
ts,64,3,16,0.001
ts,64,3,17,0.001
ts,64,3,18,0.0
ts,64,3,19,0.001
ts,64,4,0,0.001
ts,64,4,1,0.0
ts,64,4,2,0.001
ts,64,4,3,0.001
ts,64,4,4,0.0
ts,64,4,5,0.001
ts,64,4,6,0.001
ts,64,4,7,0.001
ts,64,4,8,0.001
ts,64,4,9,0.001
ts,64,4,10,0.001
ts,64,4,11,0.001
ts,64,4,12,0.001
ts,64,4,13,0.001
ts,64,4,14,0.001
ts,64,4,15,0.001
ts,64,4,16,0.0
ts,64,4,17,0.001
ts,64,4,18,0.001
ts,64,4,19,0.001
ts,64,5,0,0.001
ts,64,5,1,0.001
ts,64,5,2,0.001
ts,64,5,3,0.001
ts,64,5,4,0.001
ts,64,5,5,0.001
ts,64,5,6,0.001
ts,64,5,7,0.001
ts,64,5,8,0.001
ts,64,5,9,0.001
ts,64,5,10,0.001
ts,64,5,11,0.001
ts,64,5,12,0.001
ts,64,5,13,0.001
ts,64,5,14,0.001
ts,64,5,15,0.001
ts,64,5,16,0.001
ts,64,5,17,0.001
ts,64,5,18,0.001
ts,64,5,19,0.001
ts,64,6,0,0.001
ts,64,6,1,0.001
ts,64,6,2,0.001
ts,64,6,3,0.001
ts,64,6,4,0.001
ts,64,6,5,0.001
ts,64,6,6,0.001
ts,64,6,7,0.001
ts,64,6,8,0.001
ts,64,6,9,0.001
ts,64,6,10,0.001
ts,64,6,11,0.001
ts,64,6,12,0.001
ts,64,6,13,0.001
ts,64,6,14,0.001
ts,64,6,15,0.001
ts,64,6,16,0.001
ts,64,6,17,0.001
ts,64,6,18,0.001
ts,64,6,19,0.001
ts,64,7,0,0.001
ts,64,7,1,0.001
ts,64,7,2,0.001
ts,64,7,3,0.001
ts,64,7,4,0.001
ts,64,7,5,0.001
ts,64,7,6,0.001
ts,64,7,7,0.001
ts,64,7,8,0.001
ts,64,7,9,0.001
ts,64,7,10,0.001
ts,64,7,11,0.001
ts,64,7,12,0.001
ts,64,7,13,0.001
ts,64,7,14,0.001
ts,64,7,15,0.001
ts,64,7,16,0.001
ts,64,7,17,0.001
ts,64,7,18,0.001
ts,64,7,19,0.001
ts,64,8,0,0.001
ts,64,8,1,0.001
ts,64,8,2,0.002
ts,64,8,3,0.002
ts,64,8,4,0.002
ts,64,8,5,0.001
ts,64,8,6,0.001
ts,64,8,7,0.001
ts,64,8,8,0.001
ts,64,8,9,0.001
ts,64,8,10,0.001
ts,64,8,11,0.001
ts,64,8,12,0.001
ts,64,8,13,0.001
ts,64,8,14,0.001
ts,64,8,15,0.001
ts,64,8,16,0.001
ts,64,8,17,0.001
ts,64,8,18,0.001
ts,64,8,19,0.001
ts,128,1,0,0.0
ts,128,1,1,0.0
ts,128,1,2,0.0
ts,128,1,3,0.0
ts,128,1,4,0.0
ts,128,1,5,0.0
ts,128,1,6,0.001
ts,128,1,7,0.0
ts,128,1,8,0.0
ts,128,1,9,0.0
ts,128,1,10,0.0
ts,128,1,11,0.0
ts,128,1,12,0.0
ts,128,1,13,0.0
ts,128,1,14,0.0
ts,128,1,15,0.0
ts,128,1,16,0.0
ts,128,1,17,0.0
ts,128,1,18,0.0
ts,128,1,19,0.0
ts,128,2,0,0.0
ts,128,2,1,0.0
ts,128,2,2,0.0
ts,128,2,3,0.0
ts,128,2,4,0.0
ts,128,2,5,0.0
ts,128,2,6,0.0
ts,128,2,7,0.0
ts,128,2,8,0.0
ts,128,2,9,0.0
ts,128,2,10,0.001
ts,128,2,11,0.0
ts,128,2,12,0.0
ts,128,2,13,0.0
ts,128,2,14,0.0
ts,128,2,15,0.0
ts,128,2,16,0.0
ts,128,2,17,0.0
ts,128,2,18,0.0
ts,128,2,19,0.0
ts,128,3,0,0.001
ts,128,3,1,0.001
ts,128,3,2,0.001
ts,128,3,3,0.001
ts,128,3,4,0.001
ts,128,3,5,0.0
ts,128,3,6,0.001
ts,128,3,7,0.001
ts,128,3,8,0.001
ts,128,3,9,0.001
ts,128,3,10,0.001
ts,128,3,11,0.001
ts,128,3,12,0.001
ts,128,3,13,0.001
ts,128,3,14,0.001
ts,128,3,15,0.001
ts,128,3,16,0.001
ts,128,3,17,0.001
ts,128,3,18,0.001
ts,128,3,19,0.001
ts,128,4,0,0.001
ts,128,4,1,0.0
ts,128,4,2,0.001
ts,128,4,3,0.0
ts,128,4,4,0.001
ts,128,4,5,0.001
ts,128,4,6,0.001
ts,128,4,7,0.001
ts,128,4,8,0.001
ts,128,4,9,0.001
ts,128,4,10,0.001
ts,128,4,11,0.001
ts,128,4,12,0.001
ts,128,4,13,0.001
ts,128,4,14,0.001
ts,128,4,15,0.001
ts,128,4,16,0.001
ts,128,4,17,0.001
ts,128,4,18,0.001
ts,128,4,19,0.001
ts,128,5,0,0.001
ts,128,5,1,0.001
ts,128,5,2,0.001
ts,128,5,3,0.001
ts,128,5,4,0.001
ts,128,5,5,0.001
ts,128,5,6,0.001
ts,128,5,7,0.001
ts,128,5,8,0.001
ts,128,5,9,0.001
ts,128,5,10,0.001
ts,128,5,11,0.001
ts,128,5,12,0.001
ts,128,5,13,0.001
ts,128,5,14,0.001
ts,128,5,15,0.001
ts,128,5,16,0.001
ts,128,5,17,0.001
ts,128,5,18,0.001
ts,128,5,19,0.001
ts,128,6,0,0.001
ts,128,6,1,0.001
ts,128,6,2,0.001
ts,128,6,3,0.001
ts,128,6,4,0.001
ts,128,6,5,0.001
ts,128,6,6,0.001
ts,128,6,7,0.001
ts,128,6,8,0.001
ts,128,6,9,0.001
ts,128,6,10,0.001
ts,128,6,11,0.001
ts,128,6,12,0.001
ts,128,6,13,0.001
ts,128,6,14,0.001
ts,128,6,15,0.001
ts,128,6,16,0.001
ts,128,6,17,0.001
ts,128,6,18,0.001
ts,128,6,19,0.001
ts,128,7,0,0.001
ts,128,7,1,0.001
ts,128,7,2,0.001
ts,128,7,3,0.001
ts,128,7,4,0.001
ts,128,7,5,0.002
ts,128,7,6,0.001
ts,128,7,7,0.001
ts,128,7,8,0.001
ts,128,7,9,0.001
ts,128,7,10,0.001
ts,128,7,11,0.001
ts,128,7,12,0.001
ts,128,7,13,0.001
ts,128,7,14,0.001
ts,128,7,15,0.001
ts,128,7,16,0.001
ts,128,7,17,0.001
ts,128,7,18,0.001
ts,128,7,19,0.001
ts,128,8,0,0.001
ts,128,8,1,0.001
ts,128,8,2,0.001
ts,128,8,3,0.001
ts,128,8,4,0.001
ts,128,8,5,0.001
ts,128,8,6,0.002
ts,128,8,7,0.001
ts,128,8,8,0.001
ts,128,8,9,0.001
ts,128,8,10,0.001
ts,128,8,11,0.001
ts,128,8,12,0.001
ts,128,8,13,0.001
ts,128,8,14,0.001
ts,128,8,15,0.001
ts,128,8,16,0.001
ts,128,8,17,0.001
ts,128,8,18,0.001
ts,128,8,19,0.001
ts,256,1,0,0.001
ts,256,1,1,0.001
ts,256,1,2,0.001
ts,256,1,3,0.001
ts,256,1,4,0.001
ts,256,1,5,0.001
ts,256,1,6,0.0
ts,256,1,7,0.001
ts,256,1,8,0.001
ts,256,1,9,0.001
ts,256,1,10,0.001
ts,256,1,11,0.001
ts,256,1,12,0.001
ts,256,1,13,0.001
ts,256,1,14,0.0
ts,256,1,15,0.001
ts,256,1,16,0.001
ts,256,1,17,0.001
ts,256,1,18,0.001
ts,256,1,19,0.0
ts,256,2,0,0.001
ts,256,2,1,0.001
ts,256,2,2,0.001
ts,256,2,3,0.001
ts,256,2,4,0.001
ts,256,2,5,0.001
ts,256,2,6,0.001
ts,256,2,7,0.001
ts,256,2,8,0.001
ts,256,2,9,0.001
ts,256,2,10,0.001
ts,256,2,11,0.001
ts,256,2,12,0.001
ts,256,2,13,0.001
ts,256,2,14,0.001
ts,256,2,15,0.001
ts,256,2,16,0.001
ts,256,2,17,0.001
ts,256,2,18,0.0
ts,256,2,19,0.001
ts,256,3,0,0.001
ts,256,3,1,0.001
ts,256,3,2,0.001
ts,256,3,3,0.001
ts,256,3,4,0.001
ts,256,3,5,0.001
ts,256,3,6,0.001
ts,256,3,7,0.001
ts,256,3,8,0.001
ts,256,3,9,0.001
ts,256,3,10,0.001
ts,256,3,11,0.001
ts,256,3,12,0.001
ts,256,3,13,0.001
ts,256,3,14,0.001
ts,256,3,15,0.001
ts,256,3,16,0.001
ts,256,3,17,0.001
ts,256,3,18,0.001
ts,256,3,19,0.001
ts,256,4,0,0.001
ts,256,4,1,0.001
ts,256,4,2,0.001
ts,256,4,3,0.001
ts,256,4,4,0.001
ts,256,4,5,0.001
ts,256,4,6,0.001
ts,256,4,7,0.001
ts,256,4,8,0.001
ts,256,4,9,0.001
ts,256,4,10,0.001
ts,256,4,11,0.001
ts,256,4,12,0.001
ts,256,4,13,0.001
ts,256,4,14,0.001
ts,256,4,15,0.001
ts,256,4,16,0.001
ts,256,4,17,0.001
ts,256,4,18,0.001
ts,256,4,19,0.001
ts,256,5,0,0.001
ts,256,5,1,0.001
ts,256,5,2,0.001
ts,256,5,3,0.001
ts,256,5,4,0.001
ts,256,5,5,0.001
ts,256,5,6,0.001
ts,256,5,7,0.001
ts,256,5,8,0.001
ts,256,5,9,0.001
ts,256,5,10,0.001
ts,256,5,11,0.001
ts,256,5,12,0.001
ts,256,5,13,0.001
ts,256,5,14,0.001
ts,256,5,15,0.002
ts,256,5,16,0.001
ts,256,5,17,0.001
ts,256,5,18,0.001
ts,256,5,19,0.001
ts,256,6,0,0.001
ts,256,6,1,0.001
ts,256,6,2,0.001
ts,256,6,3,0.002
ts,256,6,4,0.001
ts,256,6,5,0.001
ts,256,6,6,0.001
ts,256,6,7,0.001
ts,256,6,8,0.001
ts,256,6,9,0.001
ts,256,6,10,0.001
ts,256,6,11,0.002
ts,256,6,12,0.001
ts,256,6,13,0.001
ts,256,6,14,0.001
ts,256,6,15,0.001
ts,256,6,16,0.001
ts,256,6,17,0.001
ts,256,6,18,0.001
ts,256,6,19,0.001
ts,256,7,0,0.001
ts,256,7,1,0.002
ts,256,7,2,0.001
ts,256,7,3,0.001
ts,256,7,4,0.002
ts,256,7,5,0.001
ts,256,7,6,0.002
ts,256,7,7,0.002
ts,256,7,8,0.002
ts,256,7,9,0.002
ts,256,7,10,0.002
ts,256,7,11,0.001
ts,256,7,12,0.002
ts,256,7,13,0.002
ts,256,7,14,0.002
ts,256,7,15,0.002
ts,256,7,16,0.002
ts,256,7,17,0.001
ts,256,7,18,0.002
ts,256,7,19,0.002
ts,256,8,0,0.002
ts,256,8,1,0.001
ts,256,8,2,0.002
ts,256,8,3,0.002
ts,256,8,4,0.002
ts,256,8,5,0.001
ts,256,8,6,0.001
ts,256,8,7,0.002
ts,256,8,8,0.002
ts,256,8,9,0.002
ts,256,8,10,0.002
ts,256,8,11,0.002
ts,256,8,12,0.002
ts,256,8,13,0.002
ts,256,8,14,0.002
ts,256,8,15,0.002
ts,256,8,16,0.002
ts,256,8,17,0.002
ts,256,8,18,0.001
ts,256,8,19,0.002
ts,1024,1,0,0.007
ts,1024,1,1,0.006
ts,1024,1,2,0.006
ts,1024,1,3,0.006
ts,1024,1,4,0.007
ts,1024,1,5,0.007
ts,1024,1,6,0.006
ts,1024,1,7,0.006
ts,1024,1,8,0.006
ts,1024,1,9,0.006
ts,1024,1,10,0.007
ts,1024,1,11,0.007
ts,1024,1,12,0.006
ts,1024,1,13,0.006
ts,1024,1,14,0.006
ts,1024,1,15,0.007
ts,1024,1,16,0.006
ts,1024,1,17,0.006
ts,1024,1,18,0.006
ts,1024,1,19,0.006
ts,1024,2,0,0.008
ts,1024,2,1,0.007
ts,1024,2,2,0.008
ts,1024,2,3,0.008
ts,1024,2,4,0.007
ts,1024,2,5,0.008
ts,1024,2,6,0.007
ts,1024,2,7,0.008
ts,1024,2,8,0.008
ts,1024,2,9,0.008
ts,1024,2,10,0.007
ts,1024,2,11,0.008
ts,1024,2,12,0.007
ts,1024,2,13,0.007
ts,1024,2,14,0.008
ts,1024,2,15,0.007
ts,1024,2,16,0.008
ts,1024,2,17,0.007
ts,1024,2,18,0.007
ts,1024,2,19,0.007
ts,1024,3,0,0.008
ts,1024,3,1,0.007
ts,1024,3,2,0.008
ts,1024,3,3,0.008
ts,1024,3,4,0.007
ts,1024,3,5,0.007
ts,1024,3,6,0.008
ts,1024,3,7,0.008
ts,1024,3,8,0.007
ts,1024,3,9,0.007
ts,1024,3,10,0.008
ts,1024,3,11,0.008
ts,1024,3,12,0.007
ts,1024,3,13,0.008
ts,1024,3,14,0.007
ts,1024,3,15,0.007
ts,1024,3,16,0.007
ts,1024,3,17,0.007
ts,1024,3,18,0.007
ts,1024,3,19,0.007
ts,1024,4,0,0.008
ts,1024,4,1,0.007
ts,1024,4,2,0.007
ts,1024,4,3,0.008
ts,1024,4,4,0.009
ts,1024,4,5,0.009
ts,1024,4,6,0.007
ts,1024,4,7,0.007
ts,1024,4,8,0.008
ts,1024,4,9,0.008
ts,1024,4,10,0.007
ts,1024,4,11,0.008
ts,1024,4,12,0.008
ts,1024,4,13,0.008
ts,1024,4,14,0.007
ts,1024,4,15,0.008
ts,1024,4,16,0.007
ts,1024,4,17,0.008
ts,1024,4,18,0.009
ts,1024,4,19,0.008
ts,1024,5,0,0.008
ts,1024,5,1,0.009
ts,1024,5,2,0.008
ts,1024,5,3,0.009
ts,1024,5,4,0.009
ts,1024,5,5,0.009
ts,1024,5,6,0.009
ts,1024,5,7,0.009
ts,1024,5,8,0.008
ts,1024,5,9,0.009
ts,1024,5,10,0.009
ts,1024,5,11,0.009
ts,1024,5,12,0.008
ts,1024,5,13,0.008
ts,1024,5,14,0.008
ts,1024,5,15,0.008
ts,1024,5,16,0.009
ts,1024,5,17,0.008
ts,1024,5,18,0.009
ts,1024,5,19,0.008
ts,1024,6,0,0.008
ts,1024,6,1,0.008
ts,1024,6,2,0.009
ts,1024,6,3,0.009
ts,1024,6,4,0.008
ts,1024,6,5,0.008
ts,1024,6,6,0.009
ts,1024,6,7,0.009
ts,1024,6,8,0.009
ts,1024,6,9,0.008
ts,1024,6,10,0.009
ts,1024,6,11,0.008
ts,1024,6,12,0.009
ts,1024,6,13,0.009
ts,1024,6,14,0.009
ts,1024,6,15,0.009
ts,1024,6,16,0.008
ts,1024,6,17,0.008
ts,1024,6,18,0.009
ts,1024,6,19,0.009
ts,1024,7,0,0.009
ts,1024,7,1,0.009
ts,1024,7,2,0.008
ts,1024,7,3,0.009
ts,1024,7,4,0.009
ts,1024,7,5,0.008
ts,1024,7,6,0.009
ts,1024,7,7,0.009
ts,1024,7,8,0.009
ts,1024,7,9,0.009
ts,1024,7,10,0.009
ts,1024,7,11,0.009
ts,1024,7,12,0.009
ts,1024,7,13,0.009
ts,1024,7,14,0.009
ts,1024,7,15,0.009
ts,1024,7,16,0.009
ts,1024,7,17,0.009
ts,1024,7,18,0.008
ts,1024,7,19,0.009
ts,1024,8,0,0.01
ts,1024,8,1,0.009
ts,1024,8,2,0.009
ts,1024,8,3,0.011
ts,1024,8,4,0.009
ts,1024,8,5,0.009
ts,1024,8,6,0.009
ts,1024,8,7,0.009
ts,1024,8,8,0.009
ts,1024,8,9,0.009
ts,1024,8,10,0.009
ts,1024,8,11,0.01
ts,1024,8,12,0.009
ts,1024,8,13,0.009
ts,1024,8,14,0.01
ts,1024,8,15,0.01
ts,1024,8,16,0.01
ts,1024,8,17,0.01
ts,1024,8,18,0.009
ts,1024,8,19,0.009
