op,size,threads,trial,time
mm,64,4,55,0.002
mm,64,4,56,0.002
mm,64,4,57,0.001
mm,64,4,58,0.002
mm,64,4,59,0.002
mm,64,4,60,0.002
mm,64,4,61,0.002
mm,64,4,62,0.001
mm,64,4,63,0.002
mm,64,4,64,0.002
mm,64,4,65,0.001
mm,64,4,66,0.002
mm,64,4,67,0.001
mm,64,4,68,0.002
mm,64,4,69,0.002
mm,64,4,70,0.002
mm,64,4,71,0.002
mm,64,4,72,0.001
mm,64,4,73,0.001
mm,64,4,74,0.001
mm,64,4,75,0.001
mm,64,4,76,0.001
mm,64,4,77,0.002
mm,64,4,78,0.002
mm,64,4,79,0.002
mm,64,4,80,0.001
mm,64,4,81,0.001
mm,64,4,82,0.002
mm,64,4,83,0.001
mm,64,4,84,0.001
mm,64,4,85,0.001
mm,64,4,86,0.002
mm,64,4,87,0.002
mm,64,4,88,0.001
mm,64,4,89,0.002
mm,64,4,90,0.002
mm,64,4,91,0.001
mm,64,4,92,0.002
mm,64,4,93,0.002
mm,64,4,94,0.002
mm,64,4,95,0.002
mm,64,4,96,0.001
mm,64,4,97,0.002
mm,64,4,98,0.002
mm,64,4,99,0.002
mm,128,1,0,0.017
mm,128,1,1,0.019
mm,128,1,2,0.019
mm,128,1,3,0.019
mm,128,1,4,0.019
mm,128,1,5,0.018
mm,128,1,6,0.018
mm,128,1,7,0.018
mm,128,1,8,0.02
mm,128,1,9,0.019
mm,128,1,10,0.018
mm,128,1,11,0.018
mm,128,1,12,0.018
mm,128,1,13,0.018
mm,128,1,14,0.023
mm,128,1,15,0.019
mm,128,1,16,0.02
mm,128,1,17,0.024
mm,128,1,18,0.018
mm,128,1,19,0.018
mm,128,1,20,0.019
mm,128,1,21,0.019
mm,128,1,22,0.018
mm,128,1,23,0.019
mm,128,1,24,0.018
mm,128,1,25,0.018
mm,128,1,26,0.018
mm,128,1,27,0.017
mm,128,1,28,0.018
mm,128,1,29,0.019
mm,128,1,30,0.018
mm,128,1,31,0.019
mm,128,1,32,0.018
mm,128,1,33,0.018
mm,128,1,34,0.018
mm,128,1,35,0.019
mm,128,1,36,0.018
mm,128,1,37,0.018
mm,128,1,38,0.018
mm,128,1,39,0.018
mm,128,1,40,0.018
mm,128,1,41,0.018
mm,128,1,42,0.018
mm,128,1,43,0.019
mm,128,1,44,0.018
mm,128,1,45,0.019
mm,128,1,46,0.018
mm,128,1,47,0.018
mm,128,1,48,0.018
mm,128,1,49,0.018
mm,128,1,50,0.018
mm,128,1,51,0.02
mm,128,1,52,0.019
mm,128,1,53,0.018
mm,128,1,54,0.019
mm,128,1,55,0.019
mm,128,1,56,0.019
mm,128,1,57,0.019
mm,128,1,58,0.021
mm,128,1,59,0.02
mm,128,1,60,0.019
mm,128,1,61,0.018
mm,128,1,62,0.018
mm,128,1,63,0.018
mm,128,1,64,0.021
mm,128,1,65,0.018
mm,128,1,66,0.017
mm,128,1,67,0.019
mm,128,1,68,0.02
mm,128,1,69,0.019
mm,128,1,70,0.019
mm,128,1,71,0.019
mm,128,1,72,0.019
mm,128,1,73,0.018
mm,128,1,74,0.019
mm,128,1,75,0.018
mm,128,1,76,0.019
mm,128,1,77,0.018
mm,128,1,78,0.018
mm,128,1,79,0.018
mm,128,1,80,0.018
mm,128,1,81,0.019
mm,128,1,82,0.019
mm,128,1,83,0.019
mm,128,1,84,0.018
mm,128,1,85,0.019
mm,128,1,86,0.018
mm,128,1,87,0.019
mm,128,1,88,0.018
mm,128,1,89,0.019
mm,128,1,90,0.02
mm,128,1,91,0.019
mm,128,1,92,0.018
mm,128,1,93,0.019
mm,128,1,94,0.019
mm,128,1,95,0.018
mm,128,1,96,0.018
mm,128,1,97,0.019
mm,128,1,98,0.018
mm,128,1,99,0.018
mm,128,2,0,0.012
mm,128,2,1,0.012
mm,128,2,2,0.012
mm,128,2,3,0.012
mm,128,2,4,0.011
mm,128,2,5,0.011
mm,128,2,6,0.012
mm,128,2,7,0.011
mm,128,2,8,0.011
mm,128,2,9,0.011
mm,128,2,10,0.011
mm,128,2,11,0.011
mm,128,2,12,0.023
mm,128,2,13,0.011
mm,128,2,14,0.011
mm,128,2,15,0.011
mm,128,2,16,0.011
mm,128,2,17,0.011
mm,128,2,18,0.012
mm,128,2,19,0.011
mm,128,2,20,0.011
mm,128,2,21,0.011
mm,128,2,22,0.012
mm,128,2,23,0.012
mm,128,2,24,0.011
mm,128,2,25,0.011
mm,128,2,26,0.011
mm,128,2,27,0.011
mm,128,2,28,0.011
mm,128,2,29,0.012
mm,128,2,30,0.012
mm,128,2,31,0.011
mm,128,2,32,0.012
mm,128,2,33,0.011
mm,128,2,34,0.011
mm,128,2,35,0.012
mm,128,2,36,0.012
mm,128,2,37,0.011
mm,128,2,38,0.012
mm,128,2,39,0.012
mm,128,2,40,0.012
mm,128,2,41,0.012
mm,128,2,42,0.012
mm,128,2,43,0.012
mm,128,2,44,0.012
mm,128,2,45,0.013
mm,128,2,46,0.011
mm,128,2,47,0.011
mm,128,2,48,0.011
mm,128,2,49,0.012
mm,128,2,50,0.012
mm,128,2,51,0.011
mm,128,2,52,0.012
mm,128,2,53,0.012
mm,128,2,54,0.012
mm,128,2,55,0.011
mm,128,2,56,0.013
mm,128,2,57,0.012
mm,128,2,58,0.012
mm,128,2,59,0.011
mm,128,2,60,0.012
mm,128,2,61,0.012
mm,128,2,62,0.011
mm,128,2,63,0.011
mm,128,2,64,0.012
mm,128,2,65,0.012
mm,128,2,66,0.011
mm,128,2,67,0.012
mm,128,2,68,0.011
mm,128,2,69,0.011
mm,128,2,70,0.011
mm,128,2,71,0.011
mm,128,2,72,0.012
mm,128,2,73,0.011
mm,128,2,74,0.012
mm,128,2,75,0.011
mm,128,2,76,0.011
mm,128,2,77,0.012
mm,128,2,78,0.012
mm,128,2,79,0.011
mm,128,2,80,0.012
mm,128,2,81,0.013
mm,128,2,82,0.012
mm,128,2,83,0.011
mm,128,2,84,0.012
mm,128,2,85,0.011
mm,128,2,86,0.011
mm,128,2,87,0.011
mm,128,2,88,0.013
mm,128,2,89,0.012
mm,128,2,90,0.012
mm,128,2,91,0.012
mm,128,2,92,0.012
mm,128,2,93,0.011
mm,128,2,94,0.012
mm,128,2,95,0.012
mm,128,2,96,0.012
mm,128,2,97,0.011
mm,128,2,98,0.011
mm,128,2,99,0.012
mm,128,4,0,0.007
mm,128,4,1,0.011
mm,128,4,2,0.009
mm,128,4,3,0.009
mm,128,4,4,0.01
mm,128,4,5,0.009
mm,128,4,6,0.009
mm,128,4,7,0.01
mm,128,4,8,0.01
mm,128,4,9,0.009
mm,128,4,10,0.009
mm,128,4,11,0.009
mm,128,4,12,0.008
mm,128,4,13,0.008
mm,128,4,14,0.009
mm,128,4,15,0.008
mm,128,4,16,0.008
mm,128,4,17,0.008
mm,128,4,18,0.009
mm,128,4,19,0.009
mm,128,4,20,0.009
mm,128,4,21,0.009
mm,128,4,22,0.008
mm,128,4,23,0.008
mm,128,4,24,0.008
mm,128,4,25,0.009
mm,128,4,26,0.008
mm,128,4,27,0.008
mm,128,4,28,0.008
mm,128,4,29,0.01
mm,128,4,30,0.01
mm,128,4,31,0.009
mm,128,4,32,0.008
mm,128,4,33,0.017
mm,128,4,34,0.011
mm,128,4,35,0.008
mm,128,4,36,0.009
mm,128,4,37,0.009
mm,128,4,38,0.008
mm,128,4,39,0.008
mm,128,4,40,0.009
mm,128,4,41,0.009
mm,128,4,42,0.009
mm,128,4,43,0.009
mm,128,4,44,0.009
mm,128,4,45,0.009
mm,128,4,46,0.008
mm,128,4,47,0.008
mm,128,4,48,0.008
mm,128,4,49,0.008
mm,128,4,50,0.009
mm,128,4,51,0.008
mm,128,4,52,0.008
mm,128,4,53,0.008
mm,128,4,54,0.008
mm,128,4,55,0.008
mm,128,4,56,0.008
mm,128,4,57,0.008
mm,128,4,58,0.009
mm,128,4,59,0.008
mm,128,4,60,0.009
mm,128,4,61,0.007
mm,128,4,62,0.009
mm,128,4,63,0.009
mm,128,4,64,0.007
mm,128,4,65,0.01
mm,128,4,66,0.009
mm,128,4,67,0.008
mm,128,4,68,0.01
mm,128,4,69,0.008
mm,128,4,70,0.007
mm,128,4,71,0.009
mm,128,4,72,0.009
mm,128,4,73,0.007
mm,128,4,74,0.008
mm,128,4,75,0.008
mm,128,4,76,0.009
mm,128,4,77,0.009
mm,128,4,78,0.009
mm,128,4,79,0.008
mm,128,4,80,0.009
mm,128,4,81,0.009
mm,128,4,82,0.009
mm,128,4,83,0.009
mm,128,4,84,0.008
mm,128,4,85,0.008
mm,128,4,86,0.008
mm,128,4,87,0.007
mm,128,4,88,0.009
mm,128,4,89,0.008
mm,128,4,90,0.01
mm,128,4,91,0.008
mm,128,4,92,0.008
mm,128,4,93,0.009
mm,128,4,94,0.008
mm,128,4,95,0.009
mm,128,4,96,0.009
mm,128,4,97,0.009
mm,128,4,98,0.008
mm,128,4,99,0.01
mm,256,1,0,0.146
mm,256,1,1,0.144
mm,256,1,2,0.145
mm,256,1,3,0.146
mm,256,1,4,0.147
mm,256,1,5,0.144
mm,256,1,6,0.145
mm,256,1,7,0.146
mm,256,1,8,0.144
mm,256,1,9,0.145
mm,256,1,10,0.145
mm,256,1,11,0.147
mm,256,1,12,0.145
mm,256,1,13,0.145
mm,256,1,14,0.147
mm,256,1,15,0.146
mm,256,1,16,0.145
mm,256,1,17,0.144
mm,256,1,18,0.147
mm,256,1,19,0.145
mm,256,1,20,0.144
mm,256,1,21,0.146
mm,256,1,22,0.144
mm,256,1,23,0.144
mm,256,1,24,0.144
mm,256,1,25,0.143
mm,256,1,26,0.145
mm,256,1,27,0.144
mm,256,1,28,0.144
mm,256,1,29,0.145
mm,256,1,30,0.152
mm,256,1,31,0.147
mm,256,1,32,0.144
mm,256,1,33,0.15
mm,256,1,34,0.147
mm,256,1,35,0.148
mm,256,1,36,0.15
mm,256,1,37,0.147
mm,256,1,38,0.151
mm,256,1,39,0.153
mm,256,1,40,0.149
mm,256,1,41,0.145
mm,256,1,42,0.144
mm,256,1,43,0.145
mm,256,1,44,0.147
mm,256,1,45,0.145
mm,256,1,46,0.159
mm,256,1,47,0.149
mm,256,1,48,0.15
mm,256,1,49,0.151
mm,256,1,50,0.15
mm,256,1,51,0.145
mm,256,1,52,0.148
mm,256,1,53,0.148
mm,256,1,54,0.147
mm,256,1,55,0.15
mm,256,1,56,0.149
mm,256,1,57,0.148
mm,256,1,58,0.153
mm,256,1,59,0.163
mm,256,1,60,0.159
mm,256,1,61,0.162
mm,256,1,62,0.149
mm,256,1,63,0.158
mm,256,1,64,0.149
mm,256,1,65,0.148
mm,256,1,66,0.144
mm,256,1,67,0.142
mm,256,1,68,0.144
mm,256,1,69,0.142
mm,256,1,70,0.147
mm,256,1,71,0.143
mm,256,1,72,0.142
mm,256,1,73,0.146
mm,256,1,74,0.147
mm,256,1,75,0.149
mm,256,1,76,0.168
mm,256,1,77,0.144
mm,256,1,78,0.152
mm,256,1,79,0.143
mm,256,1,80,0.144
mm,256,1,81,0.145
mm,256,1,82,0.143
mm,256,1,83,0.148
mm,256,1,84,0.148
mm,256,1,85,0.148
mm,256,1,86,0.149
mm,256,1,87,0.151
mm,256,1,88,0.145
mm,256,1,89,0.151
mm,256,1,90,0.148
mm,256,1,91,0.145
mm,256,1,92,0.146
mm,256,1,93,0.149
mm,256,1,94,0.144
mm,256,1,95,0.145
mm,256,1,96,0.148
mm,256,1,97,0.147
mm,256,1,98,0.146
mm,256,1,99,0.151
mm,256,2,0,0.076
mm,256,2,1,0.076
mm,256,2,2,0.075
mm,256,2,3,0.079
mm,256,2,4,0.076
mm,256,2,5,0.077
mm,256,2,6,0.079
mm,256,2,7,0.081
mm,256,2,8,0.076
mm,256,2,9,0.077
mm,256,2,10,0.078
mm,256,2,11,0.076
mm,256,2,12,0.076
mm,256,2,13,0.083
mm,256,2,14,0.076
mm,256,2,15,0.081
mm,256,2,16,0.087
mm,256,2,17,0.086
mm,256,2,18,0.076
mm,256,2,19,0.085
mm,256,2,20,0.086
mm,256,2,21,0.078
mm,256,2,22,0.078
mm,256,2,23,0.078
mm,256,2,24,0.08
mm,256,2,25,0.078
mm,256,2,26,0.076
mm,256,2,27,0.076
mm,256,2,28,0.081
mm,256,2,29,0.084
mm,256,2,30,0.077
mm,256,2,31,0.076
mm,256,2,32,0.082
mm,256,2,33,0.081
mm,256,2,34,0.082
mm,256,2,35,0.076
mm,256,2,36,0.077
mm,256,2,37,0.077
mm,256,2,38,0.076
mm,256,2,39,0.077
mm,256,2,40,0.076
mm,256,2,41,0.075
mm,256,2,42,0.076
mm,256,2,43,0.077
mm,256,2,44,0.076
mm,256,2,45,0.076
mm,256,2,46,0.075
mm,256,2,47,0.076
mm,256,2,48,0.077
mm,256,2,49,0.075
mm,256,2,50,0.075
mm,256,2,51,0.078
mm,256,2,52,0.076
mm,256,2,53,0.076
mm,256,2,54,0.075
mm,256,2,55,0.077
mm,256,2,56,0.075
mm,256,2,57,0.076
mm,256,2,58,0.075
mm,256,2,59,0.075
mm,256,2,60,0.075
mm,256,2,61,0.075
mm,256,2,62,0.075
mm,256,2,63,0.075
mm,256,2,64,0.075
mm,256,2,65,0.078
mm,256,2,66,0.076
mm,256,2,67,0.077
mm,256,2,68,0.076
mm,256,2,69,0.075
mm,256,2,70,0.075
mm,256,2,71,0.077
mm,256,2,72,0.076
mm,256,2,73,0.077
mm,256,2,74,0.076
mm,256,2,75,0.08
mm,256,2,76,0.076
mm,256,2,77,0.074
mm,256,2,78,0.078
mm,256,2,79,0.078
mm,256,2,80,0.083
mm,256,2,81,0.077
mm,256,2,82,0.081
mm,256,2,83,0.078
mm,256,2,84,0.078
mm,256,2,85,0.085
mm,256,2,86,0.076
mm,256,2,87,0.076
mm,256,2,88,0.077
mm,256,2,89,0.077
mm,256,2,90,0.075
mm,256,2,91,0.113
mm,256,2,92,0.084
mm,256,2,93,0.081
mm,256,2,94,0.091
mm,256,2,95,0.094
mm,256,2,96,0.111
mm,256,2,97,0.093
mm,256,2,98,0.08
mm,256,2,99,0.075
mm,256,4,0,0.055
mm,256,4,1,0.055
mm,256,4,2,0.056
mm,256,4,3,0.053
mm,256,4,4,0.051
mm,256,4,5,0.055
mm,256,4,6,0.055
mm,256,4,7,0.053
mm,256,4,8,0.053
mm,256,4,9,0.056
mm,256,4,10,0.052
mm,256,4,11,0.051
mm,256,4,12,0.055
mm,256,4,13,0.055
mm,256,4,14,0.054
mm,256,4,15,0.056
mm,256,4,16,0.054
mm,256,4,17,0.058
mm,256,4,18,0.057
mm,256,4,19,0.06
mm,256,4,20,0.059
mm,256,4,21,0.06
mm,256,4,22,0.054
mm,256,4,23,0.056
mm,256,4,24,0.055
mm,256,4,25,0.059
mm,256,4,26,0.055
mm,256,4,27,0.056
mm,256,4,28,0.057
mm,256,4,29,0.057
mm,256,4,30,0.057
mm,256,4,31,0.056
mm,256,4,32,0.052
mm,256,4,33,0.058
mm,256,4,34,0.059
mm,256,4,35,0.059
mm,256,4,36,0.051
mm,256,4,37,0.07
mm,256,4,38,0.058
mm,256,4,39,0.06
mm,256,4,40,0.056
mm,256,4,41,0.051
mm,256,4,42,0.06
mm,256,4,43,0.057
mm,256,4,44,0.055
mm,256,4,45,0.053
mm,256,4,46,0.059
mm,256,4,47,0.056
mm,256,4,48,0.057
mm,256,4,49,0.053
mm,256,4,50,0.058
mm,256,4,51,0.055
mm,256,4,52,0.053
mm,256,4,53,0.055
mm,256,4,54,0.054
mm,256,4,55,0.059
mm,256,4,56,0.053
mm,256,4,57,0.049
mm,256,4,58,0.053
mm,256,4,59,0.058
mm,256,4,60,0.056
mm,256,4,61,0.057
mm,256,4,62,0.059
mm,256,4,63,0.058
mm,256,4,64,0.055
mm,256,4,65,0.052
mm,256,4,66,0.048
mm,256,4,67,0.055
mm,256,4,68,0.055
mm,256,4,69,0.061
mm,256,4,70,0.055
mm,256,4,71,0.052
mm,256,4,72,0.05
mm,256,4,73,0.055
mm,256,4,74,0.053
mm,256,4,75,0.052
mm,256,4,76,0.054
mm,256,4,77,0.054
mm,256,4,78,0.052
mm,256,4,79,0.055
mm,256,4,80,0.056
mm,256,4,81,0.05
mm,256,4,82,0.056
mm,256,4,83,0.052
mm,256,4,84,0.057
mm,256,4,85,0.058
mm,256,4,86,0.062
mm,256,4,87,0.051
mm,256,4,88,0.057
mm,256,4,89,0.054
mm,256,4,90,0.058
mm,256,4,91,0.051
mm,256,4,92,0.051
mm,256,4,93,0.057
mm,256,4,94,0.056
mm,256,4,95,0.055
mm,256,4,96,0.047
mm,256,4,97,0.048
mm,256,4,98,0.059
mm,256,4,99,0.051
mm,1024,1,0,9.959
mm,1024,1,1,10.445
mm,1024,1,2,10.254
mm,1024,1,3,10.535
mm,1024,1,4,13.662
mm,1024,1,5,10.138
mm,1024,1,6,9.874
mm,1024,1,7,10.781
mm,1024,1,8,9.356
mm,1024,1,9,9.494
mm,1024,1,10,9.304
mm,1024,1,11,9.284
mm,1024,1,12,9.732
mm,1024,1,13,9.774
mm,1024,1,14,9.935
mm,1024,1,15,9.676
mm,1024,1,16,9.982
mm,1024,1,17,9.836
mm,1024,1,18,10.008
mm,1024,1,19,9.936
mm,1024,1,20,9.609
mm,1024,1,21,9.562
mm,1024,1,22,9.505
mm,1024,1,23,9.583
mm,1024,1,24,9.679
mm,1024,1,25,9.636
mm,1024,1,26,9.282
mm,1024,1,27,9.338
mm,1024,1,28,9.311
mm,1024,1,29,9.223
mm,1024,1,30,9.332
mm,1024,1,31,9.292
mm,1024,1,32,9.337
mm,1024,1,33,9.228
mm,1024,1,34,9.265
mm,1024,1,35,9.335
mm,1024,1,36,9.269
mm,1024,1,37,9.301
mm,1024,1,38,9.588
mm,1024,1,39,9.424
mm,1024,1,40,9.331
mm,1024,1,41,9.321
mm,1024,1,42,9.285
mm,1024,1,43,9.333
mm,1024,1,44,9.433
mm,1024,1,45,9.323
mm,1024,1,46,9.296
mm,1024,1,47,9.231
mm,1024,1,48,9.663
mm,1024,1,49,9.493
mm,1024,1,50,9.434
mm,1024,1,51,9.671
mm,1024,1,52,9.344
mm,1024,1,53,9.312
mm,1024,1,54,9.326
mm,1024,1,55,9.326
mm,1024,1,56,9.306
mm,1024,1,57,9.289
mm,1024,1,58,9.336
mm,1024,1,59,9.319
mm,1024,1,60,9.303
mm,1024,1,61,9.321
mm,1024,1,62,9.311
mm,1024,1,63,9.326
mm,1024,1,64,9.351
mm,1024,1,65,9.302
mm,1024,1,66,9.32
mm,1024,1,67,9.338
mm,1024,1,68,9.328
mm,1024,1,69,9.3
mm,1024,1,70,9.305
mm,1024,1,71,9.337
mm,1024,1,72,9.372
mm,1024,1,73,9.393
mm,1024,1,74,9.321
mm,1024,1,75,9.326
mm,1024,1,76,9.357
mm,1024,1,77,9.285
mm,1024,1,78,9.307
mm,1024,1,79,9.283
mm,1024,1,80,9.347
mm,1024,1,81,9.375
mm,1024,1,82,9.376
mm,1024,1,83,9.324
mm,1024,1,84,9.296
mm,1024,1,85,9.227
mm,1024,1,86,9.287
mm,1024,1,87,9.328
mm,1024,1,88,9.385
mm,1024,1,89,9.345
mm,1024,1,90,9.282
mm,1024,1,91,9.355
mm,1024,1,92,9.347
mm,1024,1,93,9.253
mm,1024,1,94,9.272
mm,1024,1,95,9.34
mm,1024,1,96,9.354
mm,1024,1,97,9.352
mm,1024,1,98,9.363
mm,1024,1,99,9.294
mm,1024,2,0,5.032
mm,1024,2,1,4.969
mm,1024,2,2,5.009
mm,1024,2,3,4.962
mm,1024,2,4,4.947
mm,1024,2,5,4.997
mm,1024,2,6,5.012
mm,1024,2,7,4.982
mm,1024,2,8,5.022
mm,1024,2,9,5.037
mm,1024,2,10,5.012
mm,1024,2,11,5.126
mm,1024,2,12,5.144
mm,1024,2,13,5.229
mm,1024,2,14,5.192
mm,1024,2,15,5.052
mm,1024,2,16,5.042
mm,1024,2,17,5.059
mm,1024,2,18,5.034
mm,1024,2,19,5.017
mm,1024,2,20,5.004
mm,1024,2,21,4.964
mm,1024,2,22,4.978
mm,1024,2,23,4.994
mm,1024,2,24,4.994
mm,1024,2,25,4.993
mm,1024,2,26,4.951
mm,1024,2,27,5.056
mm,1024,2,28,4.998
mm,1024,2,29,4.952
mm,1024,2,30,4.945
mm,1024,2,31,4.914
mm,1024,2,32,4.997
mm,1024,2,33,5.011
mm,1024,2,34,5.01
mm,1024,2,35,4.978
mm,1024,2,36,4.938
mm,1024,2,37,4.94
mm,1024,2,38,5.382
mm,1024,2,39,5.011
mm,1024,2,40,4.948
mm,1024,2,41,5.006
mm,1024,2,42,4.949
mm,1024,2,43,4.974
mm,1024,2,44,5.01
mm,1024,2,45,4.967
mm,1024,2,46,4.972
mm,1024,2,47,4.986
mm,1024,2,48,5.034
mm,1024,2,49,4.988
mm,1024,2,50,4.978
mm,1024,2,51,4.96
mm,1024,2,52,5.004
mm,1024,2,53,5.071
mm,1024,2,54,4.975
mm,1024,2,55,4.981
mm,1024,2,56,4.955
mm,1024,2,57,4.936
mm,1024,2,58,4.971
mm,1024,2,59,5.007
mm,1024,2,60,4.973
mm,1024,2,61,4.988
